,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,20.3,22.2,16.6,90.60000000000001,lsp_dap,data/hypernymsuite/LEDS/consistency/
1,10,60.5,60.3,53.400000000000006,86.0,lsp_dap,data/hypernymsuite/LEDS/consistency/
