	mask_type	p@1	p@5	p@10	relation	mrr	anchor_wordnet_avg_path	anchor_wordnet_coverage	label
0	subj_anchors_sg	0.0	0.0	0.0	IsA	100.0	12.19	0.601	sub_sister
1	subj_anchors_all	0.0	0.0	0.0	IsA	100.0	12.19	0.601	sub_sister
0	sentence	11.1	28.799999999999997	37.0	IsA	19.5	12.19	0.601	obj_label
1	def_sap	16.400000000000002	32.7	42.4	IsA	23.599999999999998	12.19	0.601	obj_label
2	lsp_sap	16.2	36.199999999999996	49.0	IsA	24.8	12.19	0.601	obj_label
3	def_dap	15.4	29.9	40.5	IsA	22.0	12.19	0.601	obj_label
4	lsp_dap	15.2	33.2	43.8	IsA	22.900000000000002	12.19	0.601	obj_label
