,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.0,2.0,0.0,lsp_dap,data/hypernymsuite/ALL/LM/consistency_rw_group/
1,10,5.0,24.2,4.6,lsp_dap,data/hypernymsuite/ALL/LM/consistency_rw_group/
