,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,7.6,1.7999999999999998,1.3,def_dap,data/hypernymsuite/ALL/LM/consistency_rw_group/
1,10,33.2,10.6,10.100000000000001,def_dap,data/hypernymsuite/ALL/LM/consistency_rw_group/
