,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,5.2,1.0,0.7000000000000001,def_sap,data/hypernymsuite/ALL/LM/consistency_rw_group/
1,10,27.0,5.0,4.2,def_sap,data/hypernymsuite/ALL/LM/consistency_rw_group/
