	mask_type	p@1	p@5	p@10	relation	mrr	anchor_wordnet_avg_path	anchor_wordnet_coverage	label
0	subj_anchors_sg	36.9	58.8	58.8	IsA	0.0	6.71	0.959	sub_sister
1	subj_anchors_all	36.9	58.8	67.80000000000001	IsA	0.0	6.71	0.959	sub_sister
0	sentence	35.4	61.4	71.0	IsA	47.3	6.71	0.959	obj_label
1	def_sap	28.4	59.099999999999994	69.3	IsA	41.199999999999996	6.71	0.959	obj_label
2	lsp_sap	26.6	53.7	65.3	IsA	38.2	6.71	0.959	obj_label
3	def_dap	31.4	60.5	72.1	IsA	44.4	6.71	0.959	obj_label
4	lsp_dap	29.099999999999998	58.599999999999994	69.3	IsA	41.699999999999996	6.71	0.959	obj_label
