,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,8.0,1.9,1.5,def_dap,data/hypernymsuite/ALL/AddSWOWStrength/consistency_rw_group/
1,10,34.699999999999996,11.799999999999999,11.3,def_dap,data/hypernymsuite/ALL/AddSWOWStrength/consistency_rw_group/
