	mask_type	p@1	p@5	p@10	relation	mrr	label
0	subj_anchors_swow_sg	8.4	31.6	31.6	IsA	16.8	sub_sister
1	subj_anchors_swow_all	8.4	31.6	31.6	IsA	16.8	sub_sister
0	sentence	6.4	16.400000000000002	20.7	IsA	10.5	obj_label
1	def_sap	13.3	36.6	46.7	IsA	23.1	obj_label
2	lsp_sap	12.2	33.0	44.3	IsA	21.099999999999998	obj_label
3	def_dap	14.099999999999998	37.3	49.3	IsA	24.0	obj_label
4	lsp_dap	12.8	33.0	45.300000000000004	IsA	21.6	obj_label
