	mask_type	p@1	p@5	p@10	relation	mrr	label
0	subj_anchors_sg	15.8	25.900000000000002	25.900000000000002	IsA	19.7	sub_sister
1	subj_anchors_all	15.8	25.900000000000002	31.0	IsA	20.4	sub_sister
0	sentence	6.5	16.5	20.8	IsA	10.6	obj_label
1	def_sap	13.3	36.7	46.800000000000004	IsA	23.200000000000003	obj_label
2	lsp_sap	12.3	33.1	44.4	IsA	21.2	obj_label
3	def_dap	14.299999999999999	38.2	50.1	IsA	24.5	obj_label
4	lsp_dap	12.9	33.800000000000004	45.7	IsA	22.1	obj_label
