	mask_type	p@1	p@5	p@10	relation	mrr	label
0	subj_anchors_wordnet_sg	2.9000000000000004	32.800000000000004	32.800000000000004	IsA	12.1	sub_sister
1	subj_anchors_wordnet_all	2.9000000000000004	32.800000000000004	57.599999999999994	IsA	17.1	sub_sister
0	sentence	11.4	28.599999999999998	37.4	IsA	19.6	obj_label
1	def_sap	16.5	32.1	42.0	IsA	23.5	obj_label
2	lsp_sap	16.5	36.4	50.1	IsA	25.4	obj_label
3	def_dap	16.5	32.9	41.699999999999996	IsA	23.599999999999998	obj_label
4	lsp_dap	17.8	37.4	49.2	IsA	26.3	obj_label
