,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,8.0,2.1999999999999997,1.7999999999999998,def_dap,data/hypernymsuite/ALL/AddSWOWSimilar/consistency_rw_group/
1,10,34.8,12.0,11.4,def_dap,data/hypernymsuite/ALL/AddSWOWSimilar/consistency_rw_group/
