,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.0,0.7000000000000001,0.0,lsp_sap,data/hypernymsuite/ALL/AddSWOWSimilar/consistency_rw_group/
1,10,1.5,15.8,1.2,lsp_sap,data/hypernymsuite/ALL/AddSWOWSimilar/consistency_rw_group/
