,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.1,0.4,0.1,lsp_sap,data/hypernymsuite/SHWARTZ/consistency_group/
1,10,1.0,3.3000000000000003,0.7000000000000001,lsp_sap,data/hypernymsuite/SHWARTZ/consistency_group/
