,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.4,0.1,0.0,def_sap,data/hypernymsuite/SHWARTZ/consistency_group/
1,10,2.8000000000000003,1.3,0.5,def_sap,data/hypernymsuite/SHWARTZ/consistency_group/
