,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,1.4000000000000001,0.3,0.2,def_dap,data/hypernymsuite/SHWARTZ/consistency_group/
1,10,8.5,3.3000000000000003,2.3,def_dap,data/hypernymsuite/SHWARTZ/consistency_group/
