,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.2,0.5,0.1,lsp_dap,data/hypernymsuite/SHWARTZ/consistency_group/
1,10,2.5,4.7,2.1,lsp_dap,data/hypernymsuite/SHWARTZ/consistency_group/
