,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,9.1,11.0,5.8999999999999995,91.7,lsp_sap,data/hypernymsuite/ALL/AddSWOWStrength/consistency_rw/
1,10,44.7,43.1,34.2,80.7,lsp_sap,data/hypernymsuite/ALL/AddSWOWStrength/consistency_rw/
