,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,2.9000000000000004,0.5,0.4,def_sap,data/hypernymsuite/ALL/SWOWStrength/consistency_rw_group/
1,10,14.799999999999999,2.7,2.1999999999999997,def_sap,data/hypernymsuite/ALL/SWOWStrength/consistency_rw_group/
