,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.0,0.3,0.0,lsp_sap,data/hypernymsuite/ALL/SWOWStrength/consistency_rw_group/
1,10,0.7000000000000001,7.8,0.5,lsp_sap,data/hypernymsuite/ALL/SWOWStrength/consistency_rw_group/
