,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,4.3999999999999995,1.0999999999999999,0.8,def_dap,data/hypernymsuite/ALL/SWOWStrength/consistency_rw_group/
1,10,19.2,6.6000000000000005,6.3,def_dap,data/hypernymsuite/ALL/SWOWStrength/consistency_rw_group/
