,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.0,1.0,0.0,lsp_dap,data/hypernymsuite/ALL/SWOWStrength/consistency_rw_group/
1,10,2.1999999999999997,12.0,2.0,lsp_dap,data/hypernymsuite/ALL/SWOWStrength/consistency_rw_group/
