,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,13.5,13.900000000000002,10.299999999999999,93.2,lsp_dap,data/hypernymsuite/ALL/LM/consistency_rw/
1,10,47.9,48.3,42.5,88.9,lsp_dap,data/hypernymsuite/ALL/LM/consistency_rw/
