,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,20.200000000000003,0.0,0.0,79.80000000000001,def_dap,data/hypernymsuite/ALL/LM/consistency_rw/
1,10,52.900000000000006,0.1,0.0,46.9,def_dap,data/hypernymsuite/ALL/LM/consistency_rw/
