,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,12.5,1.5,1.2,def_sap,data/clsb/singular/consistency_group/
1,10,44.7,8.200000000000001,7.6,def_sap,data/clsb/singular/consistency_group/
