,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.0,4.0,0.0,lsp_sap,data/clsb/singular/consistency_group/
1,10,4.1000000000000005,45.800000000000004,4.0,lsp_sap,data/clsb/singular/consistency_group/
