,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,17.8,1.0,1.0,def_dap,data/clsb/singular/consistency_group/
1,10,53.800000000000004,12.0,11.700000000000001,def_dap,data/clsb/singular/consistency_group/
