,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,7.3,1.9,1.3,def_dap,data/hypernymsuite/ALL/ShareSWOWSimilar/consistency_rw_group/
1,10,34.8,12.2,11.700000000000001,def_dap,data/hypernymsuite/ALL/ShareSWOWSimilar/consistency_rw_group/
