,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,10.8,0.8999999999999999,0.8999999999999999,def_dap,data/hypernymsuite/BLESS/consistency_group/
1,10,31.7,6.4,6.3,def_dap,data/hypernymsuite/BLESS/consistency_group/
