,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.3,6.3,0.3,lsp_dap,data/hypernymsuite/BLESS/consistency_group/
1,10,8.4,31.7,8.3,lsp_dap,data/hypernymsuite/BLESS/consistency_group/
