,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,7.3,0.8999999999999999,0.5,def_sap,data/hypernymsuite/BLESS/consistency_group/
1,10,21.9,4.5,3.6999999999999997,def_sap,data/hypernymsuite/BLESS/consistency_group/
