,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.0,3.3000000000000003,0.0,lsp_sap,data/hypernymsuite/BLESS/consistency_group/
1,10,2.6,26.8,2.6,lsp_sap,data/hypernymsuite/BLESS/consistency_group/
