,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,11.200000000000001,1.4000000000000001,1.3,def_dap,data/hypernymsuite/BLESS/consistency_group/
1,10,28.000000000000004,8.1,7.9,def_dap,data/hypernymsuite/BLESS/consistency_group/
