,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,1.7999999999999998,8.3,1.7000000000000002,lsp_sap,data/hypernymsuite/BLESS/consistency_group/
1,10,14.299999999999999,28.199999999999996,13.600000000000001,lsp_sap,data/hypernymsuite/BLESS/consistency_group/
