	mask_type	p@1	p@5	p@10	relation	mrr	label
0	subj_anchors_wordnet_sg	48.9	67.30000000000001	67.30000000000001	IsA	56.10000000000001	sub_sister
1	subj_anchors_wordnet_all	48.9	67.30000000000001	71.39999999999999	IsA	56.699999999999996	sub_sister
0	sentence	6.4	16.400000000000002	20.7	IsA	10.5	obj_label
1	def_sap	13.200000000000001	36.6	46.6	IsA	23.0	obj_label
2	lsp_sap	12.2	33.0	44.3	IsA	21.099999999999998	obj_label
3	def_dap	15.299999999999999	38.800000000000004	50.3	IsA	25.3	obj_label
4	lsp_dap	14.099999999999998	35.099999999999994	46.400000000000006	IsA	23.400000000000002	obj_label
