,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,1.2,4.3,0.8999999999999999,96.3,lsp_sap,data/hypernymsuite/SHWARTZ/consistency/
1,10,5.5,17.299999999999997,4.3999999999999995,86.1,lsp_sap,data/hypernymsuite/SHWARTZ/consistency/
