,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.0,0.8999999999999999,0.0,lsp_dap,data/hypernymsuite/ALL/SWOWSimilar/consistency_rw_group/
1,10,2.3,12.5,2.1,lsp_dap,data/hypernymsuite/ALL/SWOWSimilar/consistency_rw_group/
