,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,4.3,1.2,0.8999999999999999,def_dap,data/hypernymsuite/ALL/SWOWSimilar/consistency_rw_group/
1,10,19.3,6.6000000000000005,6.2,def_dap,data/hypernymsuite/ALL/SWOWSimilar/consistency_rw_group/
