,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,8.200000000000001,0.6,0.5,def_sap,data/hypernymsuite/LEDS/consistency_group/
1,10,34.300000000000004,5.8999999999999995,4.9,def_sap,data/hypernymsuite/LEDS/consistency_group/
