,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,11.3,1.2,0.7000000000000001,def_dap,data/hypernymsuite/LEDS/consistency_group/
1,10,42.199999999999996,7.5,6.9,def_dap,data/hypernymsuite/LEDS/consistency_group/
