,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.0,1.6,0.0,lsp_sap,data/hypernymsuite/LEDS/consistency_group/
1,10,1.5,28.799999999999997,1.3,lsp_sap,data/hypernymsuite/LEDS/consistency_group/
