,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,39.900000000000006,0.7000000000000001,0.0,59.4,def_dap,data/lm_diagnostic_extended/singular/consistency/
1,10,70.1,7.1,6.800000000000001,36.3,def_dap,data/lm_diagnostic_extended/singular/consistency/
