	mask_type	p@1	p@5	p@10	relation	mrr	label
0	subj_anchors_wordnet_sg	34.9	81.2	81.2	IsA	54.300000000000004	sub_sister
1	subj_anchors_wordnet_all	34.9	81.2	81.2	IsA	54.300000000000004	sub_sister
0	sentence	27.500000000000004	54.2	63.4	IsA	39.800000000000004	obj_label
1	def_sap	32.6	56.599999999999994	66.7	IsA	42.6	obj_label
2	lsp_sap	30.7	51.0	59.8	IsA	38.9	obj_label
3	def_dap	54.0	79.10000000000001	84.0	IsA	64.8	obj_label
4	lsp_dap	56.599999999999994	77.9	86.8	IsA	66.2	obj_label
