	mask_type	p@1	p@5	p@10	relation	mrr	label
0	subj_anchors_wordnet_sg	15.1	28.999999999999996	28.999999999999996	IsA	21.0	sub_sister
1	subj_anchors_wordnet_all	15.1	28.999999999999996	29.5	IsA	21.099999999999998	sub_sister
0	sentence	27.6	54.2	63.5	IsA	39.800000000000004	obj_label
1	def_sap	32.5	56.599999999999994	66.8	IsA	42.6	obj_label
2	lsp_sap	30.7	51.2	59.9	IsA	39.0	obj_label
3	def_dap	43.6	66.10000000000001	75.0	IsA	53.7	obj_label
4	lsp_dap	37.8	63.2	72.0	IsA	48.9	obj_label
