,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,1.5,0.2,0.1,def_dap,data/hypernymsuite/SHWARTZ/consistency_group/
1,10,8.3,2.8000000000000003,1.9,def_dap,data/hypernymsuite/SHWARTZ/consistency_group/
