,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,1.0,0.1,0.1,def_sap,data/hypernymsuite/SHWARTZ/consistency_group/
1,10,4.6,1.3,0.7000000000000001,def_sap,data/hypernymsuite/SHWARTZ/consistency_group/
