,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.0,0.2,0.0,lsp_dap,data/hypernymsuite/SHWARTZ/consistency_group/
1,10,0.3,4.6,0.2,lsp_dap,data/hypernymsuite/SHWARTZ/consistency_group/
