,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.0,0.1,0.0,lsp_sap,data/hypernymsuite/SHWARTZ/consistency_group/
1,10,0.1,2.7,0.1,lsp_sap,data/hypernymsuite/SHWARTZ/consistency_group/
