,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,28.799999999999997,28.999999999999996,26.400000000000002,95.0,lsp_dap,data/lm_diagnostic_extended/singular/consistency/
1,10,61.1,54.900000000000006,51.6,87.2,lsp_dap,data/lm_diagnostic_extended/singular/consistency/
