,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,12.4,1.3,1.0,def_dap,data/hypernymsuite/LEDS/consistency_group/
1,10,42.6,9.8,9.1,def_dap,data/hypernymsuite/LEDS/consistency_group/
