,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,5.4,8.799999999999999,4.3,lsp_dap,data/hypernymsuite/LEDS/consistency_group/
1,10,27.500000000000004,40.300000000000004,25.8,lsp_dap,data/hypernymsuite/LEDS/consistency_group/
