,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,5.4,0.2,0.2,def_sap,data/hypernymsuite/LEDS/consistency_group/
1,10,32.1,5.6000000000000005,4.8,def_sap,data/hypernymsuite/LEDS/consistency_group/
