,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,13.5,14.099999999999998,10.299999999999999,93.0,lsp_dap,data/hypernymsuite/ALL/AddSWOWSimilar/consistency_rw/
1,10,49.8,49.5,44.4,89.4,lsp_dap,data/hypernymsuite/ALL/AddSWOWSimilar/consistency_rw/
