,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,20.9,0.0,0.0,79.10000000000001,def_dap,data/hypernymsuite/ALL/AddSWOWSimilar/consistency_rw/
1,10,55.00000000000001,0.1,0.0,44.9,def_dap,data/hypernymsuite/ALL/AddSWOWSimilar/consistency_rw/
