,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,18.099999999999998,18.5,16.400000000000002,96.1,lsp_dap,data/hypernymsuite/BLESS/consistency/
1,10,56.8,50.8,47.599999999999994,87.6,lsp_dap,data/hypernymsuite/BLESS/consistency/
