,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,23.5,0.2,0.0,76.3,def_dap,data/hypernymsuite/BLESS/consistency/
1,10,48.3,2.1999999999999997,0.5,50.5,def_dap,data/hypernymsuite/BLESS/consistency/
