,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,16.3,17.2,13.0,92.60000000000001,lsp_sap,data/hypernymsuite/BLESS/consistency/
1,10,59.5,56.8,51.2,86.2,lsp_sap,data/hypernymsuite/BLESS/consistency/
