	mask_type	p@1	p@5	p@10	relation	mrr	label
0	subj_anchors_wordnet_sg	28.4	51.300000000000004	51.300000000000004	IsA	37.1	sub_sister
1	subj_anchors_wordnet_all	28.4	51.300000000000004	59.0	IsA	38.1	sub_sister
0	sentence	2.4	8.0	11.4	IsA	5.1	obj_label
1	def_sap	3.8	9.700000000000001	12.8	IsA	6.3	obj_label
2	lsp_sap	4.7	15.4	22.1	IsA	9.4	obj_label
3	def_dap	4.6	11.600000000000001	16.1	IsA	7.6	obj_label
4	lsp_dap	5.3	16.2	22.0	IsA	9.9	obj_label
