,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.3,3.8,0.2,lsp_sap,data/lm_diagnostic_extended/singular/consistency_group/
1,10,3.0,32.800000000000004,2.8000000000000003,lsp_sap,data/lm_diagnostic_extended/singular/consistency_group/
