,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,0.7000000000000001,11.5,0.2,lsp_dap,data/lm_diagnostic_extended/singular/consistency_group/
1,10,8.200000000000001,39.900000000000006,7.6,lsp_dap,data/lm_diagnostic_extended/singular/consistency_group/
