,K,Singular,Plural,Paired Singular-Plural,mask_type,data_dir
0,1,14.899999999999999,0.7000000000000001,0.7000000000000001,def_sap,data/lm_diagnostic_extended/singular/consistency_group/
1,10,42.5,7.1,7.1,def_sap,data/lm_diagnostic_extended/singular/consistency_group/
