	mask_type	p@1	p@5	p@10	relation	mrr	label
0	subj_anchors_wordnet_sg	49.0	68.30000000000001	68.30000000000001	IsA	56.2	sub_sister
1	subj_anchors_wordnet_all	49.0	68.30000000000001	77.4	IsA	57.4	sub_sister
0	sentence	11.0	28.799999999999997	37.1	IsA	19.400000000000002	obj_label
1	def_sap	16.400000000000002	32.7	42.4	IsA	23.599999999999998	obj_label
2	lsp_sap	16.1	36.6	49.6	IsA	25.1	obj_label
3	def_dap	17.599999999999998	37.4	48.1	IsA	26.200000000000003	obj_label
4	lsp_dap	17.1	37.8	51.6	IsA	26.3	obj_label
