	mask_type	p@1	p@5	p@10	relation	mrr	label
0	subj_anchors_wordnet_sg	31.8	60.8	60.8	IsA	43.7	sub_sister
1	subj_anchors_wordnet_all	31.8	60.8	62.7	IsA	44.0	sub_sister
0	sentence	11.0	28.799999999999997	37.1	IsA	19.400000000000002	obj_label
1	def_sap	16.400000000000002	32.7	42.4	IsA	23.599999999999998	obj_label
2	lsp_sap	16.1	36.6	49.6	IsA	25.1	obj_label
3	def_dap	17.1	37.0	47.699999999999996	IsA	25.5	obj_label
4	lsp_dap	17.1	37.4	51.800000000000004	IsA	26.0	obj_label
