,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,1.2,4.3,0.8999999999999999,96.2,lsp_sap,data/hypernymsuite/SHWARTZ/consistency/
1,10,5.5,16.900000000000002,4.5,86.5,lsp_sap,data/hypernymsuite/SHWARTZ/consistency/
