,P@K,Singular,Plural,Paired Accuracy,Paired Consistency,mask_type,data_dir
0,1,5.6000000000000005,0.0,0.0,94.39999999999999,def_sap,data/hypernymsuite/SHWARTZ/consistency/
1,10,17.9,0.1,0.1,82.1,def_sap,data/hypernymsuite/SHWARTZ/consistency/
